No.,VIN,stock_num,year,make,model,trim,odometer,color exterior,color interior,sale price,url,first date seen,last date seen,days in stock,
110,5YJ3E1EB8JF184735,T184735,2018,Tesla,Model 3,Long Range Battery,"48,715",Black,Black,"$27,399.00",https://evauto.com/vehicle/used-2018-tesla-model-3-long-range-battery-5yj3e1eb8jf184735/,09/09/2026,,1,
111,5YJYGDEE2MF213341,B213341,2021,Tesla,Model Y,Long Range,"97,450",Red Multi-coat,Black,"$25,989.00",https://evauto.com/vehicle/used-2021-tesla-model-y-long-range-5yjygdee2mf213341/,09/09/2026,,1,
112,5YJ3E1EA6MF854522,T854522,2021,Tesla,Model 3,Standard Range Plus,"92,763",Gray,Black,"$20,749.00",https://evauto.com/vehicle/used-2021-tesla-model-3-standard-range-plus-5yj3e1ea6mf854522/,09/09/2026,,1,
113,7SAYGDEF1PF940213,B940213,2023,Tesla,Model Y,Performance,"62,941",Solid Black,Black,"$34,498.00",https://evauto.com/vehicle/used-2023-tesla-model-y-performance-7saygdef1pf940213/,09/09/2026,,1,
114,5YJ3E1EB3KF494423,T494423,2019,Tesla,Model 3,Long Range,"82,973",Pearl White Multi-coat,White,"$22,989.00",https://evauto.com/vehicle/used-2019-tesla-model-3-long-range-5yj3e1eb3kf494423/,09/09/2026,,1,
115,7SAYGDEE1RF063894,L063894,2024,Tesla,Model Y,Long Range,"36,229",Gray,Black,"$38,698.00",https://evauto.com/vehicle/used-2024-tesla-model-y-long-range-7saygdee1rf063894/,09/09/2026,,1,
116,5YJ3E1EB3PF388447,L388447,2023,Tesla,Model 3,Long Range,"83,551",Gray,Black,"$27,098.00",https://evauto.com/vehicle/used-2023-tesla-model-3-long-range-5yj3e1eb3pf388447/,09/09/2026,,1,
117,5YJ3E1EB3JF063076,B063076,2018,Tesla,Model 3,Performance,"107,764",Gray,Black,"$21,598.00",https://evauto.com/vehicle/used-2018-tesla-model-3-performance-5yj3e1eb3jf063076/,09/09/2026,,1,
118,5YJ3E1EB8LF650070,L650070,2020,Tesla,Model 3,Long Range,"56,604",Pearl White Multi-coat,Black,"$26,698.00",https://evauto.com/vehicle/used-2020-tesla-model-3-long-range-5yj3e1eb8lf650070/,09/09/2026,,1,
119,7SAYGDEF6PF853200,T853200,2023,Tesla,Model Y,Performance,"101,431",Red Multi-coat,Black,"$29,399.00",https://evauto.com/vehicle/used-2023-tesla-model-y-performance-7saygdef6pf853200/,09/09/2026,,1,
120,7SAYGDEEXPF809272,L809272,2023,Tesla,Model Y,Long Range,"21,097",Gray,Black,"$37,999.00",https://evauto.com/vehicle/used-2023-tesla-model-y-long-range-7saygdeexpf809272/,09/09/2026,,1,
121,7SAYGDET5TA719839,T719839,2026,Tesla,Model Y,Performance,650,Pearl White Multi-coat,Black,"$62,488.00",https://evauto.com/vehicle/used-2026-tesla-model-y-performance-7saygdet5ta719839/,09/09/2026,,1,
122,7SAYGDEE6PA092611,T092611,2023,Tesla,Model Y,Long Range,"50,305",Pearl White Multi-coat,Black,"$34,998.00",https://evauto.com/vehicle/used-2023-tesla-model-y-long-range-7saygdee6pa092611/,09/09/2026,,1,
123,5YJ3E1EA2PF585620,T585620,2023,Tesla,Model 3,Rwd,"24,331",Pearl White Multi-coat,Black,"$30,789.00",https://evauto.com/vehicle/used-2023-tesla-model-3-rwd-5yj3e1ea2pf585620/,09/09/2026,,1,
124,7SAYGDEF4PF702419,B702419,2023,Tesla,Model Y,Performance,"20,851",Solid Black,Black,"$38,498.00",https://evauto.com/vehicle/used-2023-tesla-model-y-performance-7saygdef4pf702419/,09/09/2026,,1,
125,5YJ3E1EC3NF263017,L263017,2022,Tesla,Model 3,Performance,"40,921",Gray,Black,"$32,098.00",https://evauto.com/vehicle/used-2022-tesla-model-3-performance-5yj3e1ec3nf263017/,09/09/2026,,1,
126,5YJ3E1EC4PF410867,B410867,2023,Tesla,Model 3,Performance,"43,126",Solid Black,White,"$34,489.00",https://evauto.com/vehicle/used-2023-tesla-model-3-performance-5yj3e1ec4pf410867/,09/09/2026,,1,
127,7SAYGDEE8TA470020,B470020,2026,Tesla,Model Y,Long Range,"10,634",Gray,Black,"$50,098.00",https://evauto.com/vehicle/used-2026-tesla-model-y-long-range-7saygdee8ta470020/,09/09/2026,,1,
128,7SAYGDEE8PF877084,B877084,2023,Tesla,Model Y,Long Range,"87,264",Gray,Black,"$30,399.00",https://evauto.com/vehicle/used-2023-tesla-model-y-long-range-7saygdee8pf877084/,09/09/2026,,1,
129,7SAYGDEF6NF503286,B503286,2022,Tesla,Model Y,Performance,"45,028",Gray,Black,"$33,999.00",https://evauto.com/vehicle/used-2022-tesla-model-y-performance-7saygdef6nf503286/,09/09/2026,,1,
130,7SAYGDEE6RF181407,T181407,2024,Tesla,Model Y,Long Range,"29,377",Pearl White Multi-coat,Black,"$32,999.00",https://evauto.com/vehicle/used-2024-tesla-model-y-long-range-7saygdee6rf181407/,09/09/2026,,1,
131,5YJYGDEF1LF005555,L005555,2020,Tesla,Model Y,Long Range,"119,960",Pearl White Multi-coat,Black,"$32,999.00",https://evauto.com/vehicle/used-2020-tesla-model-y-long-range-5yjygdef1lf005555/,09/09/2026,,1,
132,7SAYGDEE7NF509346,L509346,2022,Tesla,Model Y,Long Range,"55,478",Solid Black,Black,"$32,399.00",https://evauto.com/vehicle/used-2022-tesla-model-y-long-range-7saygdee7nf509346/,09/09/2026,,1,
133,5YJ3E1EB3NF199357,L199357,2022,Tesla,Model 3,Long Range,"54,670",Deep Blue Metallic,Black,"$29,399.00",https://evauto.com/vehicle/used-2022-tesla-model-3-long-range-5yj3e1eb3nf199357/,09/09/2026,,1,
134,7G2CEHEEXRA029080,T029080,2024,Tesla,Cybertruck,Cyberbeast,"21,218",Stainless Steel,Black,"$92,398.00",https://evauto.com/vehicle/used-2024-tesla-cybertruck-cyberbeast-7g2ceheexra029080/,09/09/2026,,1,
135,5YJYGAEE4MF255878,B255878,2021,Tesla,Model Y,Long Range,"78,010",Pearl White Multi-coat,Black,"$28,999.00",https://evauto.com/vehicle/used-2021-tesla-model-y-long-range-5yjygaee4mf255878/,09/09/2026,,1,
136,7SAYGDEE4PF794185,L794185,2023,Tesla,Model Y,Long Range,"65,238",Pearl White Multi-coat,Black,"$32,999.00",https://evauto.com/vehicle/used-2023-tesla-model-y-long-range-7saygdee4pf794185/,09/09/2026,,1,
137,7SAYGDEEXRA265811,T265811,2024,Tesla,Model Y,Long Range,"20,735",Gray,White,"$40,198.00",https://evauto.com/vehicle/used-2024-tesla-model-y-long-range-7saygdeexra265811/,09/09/2026,,1,
138,5YJ3E1EB8LF663627,B663627,2020,Tesla,Model 3,Long Range,"65,612",Pearl White Multi-coat,Black,"$28,399.00",https://evauto.com/vehicle/used-2020-tesla-model-3-long-range-5yj3e1eb8lf663627/,09/09/2026,,1,
139,5YJ3E1EA2PF688570,L688570L,2023,Tesla,Model 3,Rwd,"52,235",Gray,Black,"$25,498.00",https://evauto.com/vehicle/used-2023-tesla-model-3-rwd-5yj3e1ea2pf688570/,09/09/2026,,1,
